2023/05/23
Julia is now 1.9.0
previous version was 1.7.2
2023/11/29
gurobi is now 11.0.0
previous version was 10.0.2
solving instance transportation 10 9 log
presolving:
(round 1, fast)       100 del vars, 100 del conss, 0 add conss, 100 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
   (0.0s) symmetry computation started: requiring (bin +, int +, cont +), (fixed: bin -, int -, cont -)
   (0.0s) no symmetry present
presolving (2 rounds: 2 fast, 1 medium, 1 exhaustive):
 100 deleted vars, 100 deleted constraints, 0 added constraints, 100 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 200 variables (0 bin, 0 int, 0 impl, 200 cont) and 120 constraints
     20 constraints of type <linear>
    100 constraints of type <nonlinear>
Presolving Time: 0.01

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 12.3s|  8700 |  6635 | 72771 |   8.3 |    27M |  47 | 400 | 122 | 242 |  15k|  2 |   2 |   0 | 4.689006e+02 | 5.173420e+02 |  10.33%|  74.12%
 12.4s|  8800 |  6695 | 73680 |   8.3 |    27M |  47 | 400 | 122 | 237 |  16k|  2 |   2 |   0 | 4.691308e+02 | 5.173420e+02 |  10.28%|  74.13%
 12.5s|  8900 |  6755 | 74445 |   8.3 |    27M |  47 | 400 | 122 | 244 |  16k|  3 |   2 |   0 | 4.691308e+02 | 5.173420e+02 |  10.28%|  74.14%
 12.6s|  9000 |  6815 | 75276 |   8.3 |    27M |  47 | 400 | 122 | 236 |  16k|  2 |   2 |   0 | 4.691848e+02 | 5.173420e+02 |  10.26%|  74.15%
 12.8s|  9100 |  6883 | 76149 |   8.3 |    27M |  47 | 400 | 122 | 237 |  16k|  2 |   2 |   0 | 4.692123e+02 | 5.173420e+02 |  10.26%|  74.17%
 12.9s|  9200 |  6943 | 77058 |   8.3 |    28M |  47 | 400 | 122 | 244 |  16k|  3 |   2 |   0 | 4.692123e+02 | 5.173420e+02 |  10.26%|  74.18%
 13.0s|  9300 |  6995 | 77843 |   8.3 |    28M |  47 | 400 | 122 | 242 |  16k|  1 |   2 |   0 | 4.692981e+02 | 5.173420e+02 |  10.24%|  74.20%
 13.1s|  9400 |  7055 | 78637 |   8.3 |    28M |  47 | 400 | 122 | 241 |  17k|  2 |   2 |   0 | 4.693942e+02 | 5.173420e+02 |  10.21%|  74.21%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 13.2s|  9500 |  7107 | 79439 |   8.3 |    28M |  47 | 400 | 122 | 235 |  17k|  5 |   2 |   0 | 4.695355e+02 | 5.173420e+02 |  10.18%|  74.24%
