2023/05/23
Julia is now 1.9.0
previous version was 1.7.2
2023/11/29
gurobi is now 11.0.0
previous version was 10.0.2
solving instance transportation 5 1 sinabc3
presolving:
(round 1, fast)       25 del vars, 25 del conss, 0 add conss, 25 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
   (0.0s) symmetry computation started: requiring (bin +, int +, cont +), (fixed: bin -, int -, cont -)
   (0.0s) no symmetry present
presolving (2 rounds: 2 fast, 1 medium, 1 exhaustive):
 25 deleted vars, 25 deleted constraints, 0 added constraints, 25 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 50 variables (0 bin, 0 int, 0 impl, 50 cont) and 35 constraints
     10 constraints of type <linear>
     25 constraints of type <nonlinear>
Presolving Time: 0.00

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 20.0s|  5300 |  5187 |306195 |  57.7 |    58M |  22 | 125 |  37 | 175 | 179k|  1 |   2 |   0 | 4.106302e+01 | 5.457524e+01 |  32.91%|  22.85%
 20.4s|  5400 |  5281 |312176 |  57.8 |    58M |  22 | 125 |  37 | 218 | 183k|  9 |   2 |   0 | 4.114414e+01 | 5.457524e+01 |  32.64%|  23.03%
 20.8s|  5500 |  5375 |318143 |  57.8 |    61M |  22 | 125 |  37 | 168 | 186k|  1 |   2 |   0 | 4.118361e+01 | 5.457524e+01 |  32.52%|  23.17%
 21.2s|  5600 |  5463 |324016 |  57.8 |    62M |  22 | 125 |  37 | 268 | 189k| 13 |   2 |   0 | 4.120367e+01 | 5.457524e+01 |  32.45%|  23.35%
 21.6s|  5700 |  5555 |331170 |  58.1 |    62M |  22 | 125 |  37 | 233 | 193k|  9 |   2 |   0 | 4.124750e+01 | 5.457524e+01 |  32.31%|  23.49%
 21.9s|  5800 |  5641 |337324 |  58.1 |    64M |  22 | 125 |  37 | 213 | 197k| 10 |   2 |   0 | 4.131887e+01 | 5.457524e+01 |  32.08%|  23.94%
 22.3s|  5900 |  5729 |343663 |  58.2 |    64M |  22 | 125 |  37 | 295 | 200k|  9 |   2 |   0 | 4.141419e+01 | 5.457524e+01 |  31.78%|  24.12%
 22.7s|  6000 |  5825 |349951 |  58.3 |    65M |  22 | 125 |  37 | 271 | 204k| 10 |   2 |   0 | 4.141943e+01 | 5.457524e+01 |  31.76%|  24.19%
 23.1s|  6100 |  5923 |357302 |  58.5 |    67M |  22 | 125 |  37 | 217 | 208k|  6 |   2 |   0 | 4.143332e+01 | 5.457524e+01 |  31.72%|  24.32%
 23.5s|  6200 |  6021 |363771 |  58.6 |    68M |  22 | 125 |  37 | 268 | 212k|  1 |   2 |   0 | 4.143813e+01 | 5.457524e+01 |  31.70%|  24.33%
 23.9s|  6300 |  6117 |370623 |  58.8 |    68M |  22 | 125 |  37 | 297 | 216k| 10 |   2 |   0 | 4.144179e+01 | 5.457524e+01 |  31.69%|  24.41%
 24.3s|  6400 |  6211 |377179 |  58.9 |    70M |  22 | 125 |  37 | 198 | 219k|  1 |   2 |   0 | 4.149053e+01 | 5.457524e+01 |  31.54%|  24.53%
 24.7s|  6500 |  6305 |383472 |  59.0 |    71M |  22 | 125 |  37 | 237 | 223k|  6 |   2 |   0 | 4.151813e+01 | 5.457524e+01 |  31.45%|  24.62%
 25.1s|  6600 |  6401 |390912 |  59.2 |    72M |  22 | 125 |  37 | 253 | 227k| 10 |   2 |   0 | 4.152936e+01 | 5.457524e+01 |  31.41%|  24.82%
 25.5s|  6700 |  6495 |397763 |  59.3 |    73M |  22 | 125 |  37 | 255 | 231k| 10 |   2 |   0 | 4.158094e+01 | 5.457524e+01 |  31.25%|  25.00%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 25.8s|  6800 |  6587 |404125 |  59.4 |    74M |  24 | 125 |  37 | 217 | 235k|  9 |   2 |   0 | 4.159145e+01 | 5.457524e+01 |  31.22%|  25.09%
 26.2s|  6900 |  6685 |411198 |  59.6 |    76M |  24 | 125 |  37 | 231 | 239k|  7 |   2 |   0 | 4.165859e+01 | 5.457524e+01 |  31.01%|  25.26%
 26.6s|  7000 |  6781 |417420 |  59.6 |    76M |  24 | 125 |  37 | 239 | 242k| 10 |   2 |   0 | 4.168298e+01 | 5.457524e+01 |  30.93%|  25.40%
 27.0s|  7100 |  6871 |424025 |  59.7 |    77M |  24 | 125 |  37 | 242 | 246k|  9 |   2 |   0 | 4.168513e+01 | 5.457524e+01 |  30.92%|  25.57%
