solving instance mcf nodes c40 3 6 log
presolving:
(round 1, fast)       248 del vars, 248 del conss, 0 add conss, 20 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
(round 2, fast)       476 del vars, 248 del conss, 0 add conss, 20 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
(round 3, fast)       476 del vars, 248 del conss, 0 add conss, 20 chg bounds, 228 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
   (0.4s) symmetry computation started: requiring (bin +, int +, cont +), (fixed: bin -, int -, cont -)
   (0.5s) no symmetry present (symcode time: 0.02)
presolving (4 rounds: 4 fast, 1 medium, 1 exhaustive):
 476 deleted vars, 248 deleted constraints, 0 added constraints, 20 tightened bounds, 0 added holes, 228 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 45640 variables (0 bin, 0 int, 0 impl, 45640 cont) and 4268 constraints
   4248 constraints of type <linear>
     20 constraints of type <nonlinear>
Presolving Time: 0.42

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 2317s|  9000 |  8996 |  2480k| 272.6 |   348M |  19 |  45k|4268 |4298 |9636 |  2 |   2 |   0 | 1.044751e+04 | 1.424227e+04 |  36.32%| unknown
d2385s|  9080 |  9076 |  2504k| 272.8 |linesear|  19 |  45k|4268 |4302 |9721 |  2 |   2 |   0 | 1.045294e+04 | 1.422449e+04 |  36.08%| unknown
 2470s|  9100 |  9096 |  2511k| 273.0 |   350M |  19 |  45k|4268 |4304 |9744 |  2 |   2 |   0 | 1.045551e+04 | 1.422449e+04 |  36.05%| unknown
 2489s|  9200 |  9196 |  2537k| 272.8 |   350M |  19 |  45k|4268 |4305 |9857 |  2 |   2 |   0 | 1.045837e+04 | 1.422449e+04 |  36.01%| unknown
 2508s|  9300 |  9296 |  2559k| 272.3 |   351M |  19 |  45k|4268 |4305 |9965 |  2 |   2 |   0 | 1.045837e+04 | 1.422449e+04 |  36.01%| unknown
 2532s|  9400 |  9396 |  2593k| 273.0 |   352M |  19 |  45k|4268 |4304 |  10k|  2 |   2 |   0 | 1.046317e+04 | 1.422449e+04 |  35.95%| unknown
 2554s|  9500 |  9496 |  2621k| 273.1 |   353M |  19 |  45k|4268 |4307 |  10k|  2 |   2 |   0 | 1.046317e+04 | 1.422449e+04 |  35.95%| unknown
 2574s|  9600 |  9596 |  2648k| 273.1 |   354M |  19 |  45k|4268 |4307 |  10k|  2 |   2 |   0 | 1.047563e+04 | 1.422449e+04 |  35.79%| unknown
 2594s|  9700 |  9696 |  2674k| 272.9 |   356M |  19 |  45k|4268 |4304 |  10k|  2 |   2 |   0 | 1.048658e+04 | 1.422449e+04 |  35.64%| unknown
 2615s|  9800 |  9796 |  2704k| 273.2 |   356M |  19 |  45k|4268 |4303 |  10k|  2 |   2 |   0 | 1.049884e+04 | 1.422449e+04 |  35.49%| unknown
