2023/05/23
Julia is now 1.9.0
previous version was 1.7.2
2023/11/29
gurobi is now 11.0.0
previous version was 10.0.2
solving instance knapsack 50 10 sinabc1
feasible solution found by trivial heuristic after 0.0 seconds, objective value 0.000000e+00
presolving:
(round 1, fast)       50 del vars, 100 del conss, 0 add conss, 50 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
(round 2, fast)       50 del vars, 100 del conss, 0 add conss, 100 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
   (0.0s) symmetry computation started: requiring (bin +, int +, cont +), (fixed: bin -, int -, cont -)
   (0.0s) no symmetry present
presolving (3 rounds: 3 fast, 1 medium, 1 exhaustive):
 50 deleted vars, 100 deleted constraints, 0 added constraints, 100 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 100 variables (0 bin, 0 int, 0 impl, 100 cont) and 51 constraints
      1 constraints of type <linear>
     50 constraints of type <nonlinear>
Presolving Time: 0.01

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 14.4s|  1100 |  1081 |224698 | 203.5 |    27M |  25 | 350 |  51 | 629 |  95k|  6 |   0 |   0 |-1.987342e+03 |-1.941984e+03 |   2.34%|  19.05%
 15.7s|  1200 |  1181 |243487 | 202.2 |    29M |  25 | 350 |  51 | 748 | 104k|  8 |   0 |   0 |-1.986801e+03 |-1.941984e+03 |   2.31%|  19.44%
 16.8s|  1300 |  1281 |261129 | 200.2 |    31M |  25 | 350 |  51 | 679 | 112k|  8 |   0 |   0 |-1.986249e+03 |-1.941984e+03 |   2.28%|  19.77%
 18.0s|  1400 |  1381 |278559 | 198.4 |    32M |  25 | 350 |  51 | 702 | 120k|  7 |   0 |   0 |-1.985660e+03 |-1.941984e+03 |   2.25%|  20.06%
d18.9s|  1475 |  1456 |291556 | 197.1 |adaptive|  25 | 350 |  51 | 585 | 126k|  6 |   0 |   0 |-1.985161e+03 |-1.941984e+03 |   2.22%|  20.24%
 19.3s|  1500 |  1481 |296074 | 196.8 |    35M |  25 | 350 |  51 | 693 | 127k| 12 |   0 |   0 |-1.985161e+03 |-1.941984e+03 |   2.22%|  20.29%
 20.4s|  1600 |  1577 |313089 | 195.2 |    37M |  27 | 350 |  51 | 591 | 134k|  8 |   0 |   0 |-1.984826e+03 |-1.941984e+03 |   2.21%|  20.55%
d21.4s|  1668 |  1645 |327342 | 195.7 |adaptive|  27 | 350 |  51 | 581 | 141k|  8 |   0 |   0 |-1.984487e+03 |-1.941984e+03 |   2.19%|  20.73%
 21.8s|  1700 |  1673 |332951 | 195.4 |    39M |  27 | 350 |  51 | 733 | 143k|  5 |   0 |   0 |-1.984433e+03 |-1.941984e+03 |   2.19%|  20.85%
 23.0s|  1800 |  1769 |350862 | 194.5 |    40M |  27 | 350 |  51 | 777 | 151k|  6 |   0 |   0 |-1.983992e+03 |-1.941984e+03 |   2.16%|  21.07%
 24.1s|  1900 |  1865 |368484 | 193.5 |    42M |  27 | 350 |  51 | 615 | 157k|  4 |   0 |   0 |-1.983511e+03 |-1.941984e+03 |   2.14%|  21.30%
 25.3s|  2000 |  1965 |385237 | 192.2 |    44M |  29 | 350 |  51 | 756 | 164k|  8 |   0 |   0 |-1.983413e+03 |-1.941984e+03 |   2.13%|  21.46%
 26.5s|  2100 |  2063 |403369 | 191.7 |    45M |  29 | 350 |  51 | 721 | 172k|  8 |   0 |   0 |-1.982959e+03 |-1.941984e+03 |   2.11%|  21.63%
 27.6s|  2200 |  2161 |419304 | 190.2 |    48M |  29 | 350 |  51 | 688 | 178k|  5 |   0 |   0 |-1.982925e+03 |-1.941984e+03 |   2.11%|  21.76%
 28.8s|  2300 |  2259 |435364 | 188.9 |    49M |  29 | 350 |  51 | 621 | 185k|  5 |   0 |   0 |-1.982669e+03 |-1.941984e+03 |   2.10%|  21.96%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 30.0s|  2400 |  2357 |453620 | 188.7 |    51M |  29 | 350 |  51 | 662 | 192k|  4 |   0 |   0 |-1.982277e+03 |-1.941984e+03 |   2.07%|  22.15%
 31.1s|  2500 |  2455 |470390 | 187.8 |    53M |  29 | 350 |  51 | 536 | 199k|  1 |   0 |   0 |-1.982139e+03 |-1.941984e+03 |   2.07%|  22.33%
 32.2s|  2600 |  2555 |489209 | 187.8 |    54M |  29 | 350 |  51 | 771 | 206k| 11 |   0 |   0 |-1.981753e+03 |-1.941984e+03 |   2.05%|  22.65%
 33.4s|  2700 |  2655 |506717 | 187.4 |    57M |  29 | 350 |  51 | 693 | 213k| 10 |   0 |   0 |-1.981483e+03 |-1.941984e+03 |   2.03%|  22.78%
 34.7s|  2800 |  2755 |525123 | 187.2 |    59M |  29 | 350 |  51 | 693 | 221k|  5 |   0 |   0 |-1.981180e+03 |-1.941984e+03 |   2.02%|  22.99%
 35.9s|  2900 |  2847 |542843 | 186.9 |    59M |  30 | 350 |  51 | 774 | 228k|  6 |   0 |   0 |-1.980822e+03 |-1.941984e+03 |   2.00%|  23.27%
 37.0s|  3000 |  2947 |560724 | 186.6 |    61M |  30 | 350 |  51 | 730 | 234k|  8 |   0 |   0 |-1.980398e+03 |-1.941984e+03 |   1.98%|  23.38%
 38.2s|  3100 |  3047 |577941 | 186.2 |    63M |  30 | 350 |  51 | 804 | 241k|  5 |   0 |   0 |-1.980356e+03 |-1.941984e+03 |   1.98%|  23.46%
 39.3s|  3200 |  3139 |594675 | 185.6 |    64M |  30 | 350 |  51 | 834 | 248k|  8 |   0 |   0 |-1.980238e+03 |-1.941984e+03 |   1.97%|  23.62%
 40.4s|  3300 |  3237 |608997 | 184.3 |    67M |  30 | 350 |  51 | 764 | 253k|  7 |   0 |   0 |-1.979993e+03 |-1.941984e+03 |   1.96%|  23.74%
 41.6s|  3400 |  3331 |626509 | 184.0 |    69M |  30 | 350 |  51 | 693 | 260k|  5 |   0 |   0 |-1.979870e+03 |-1.941984e+03 |   1.95%|  23.86%
 42.8s|  3500 |  3427 |643792 | 183.7 |    69M |  30 | 350 |  51 | 719 | 268k|  5 |   0 |   0 |-1.979749e+03 |-1.941984e+03 |   1.94%|  23.99%
 44.0s|  3600 |  3523 |659085 | 182.8 |    70M |  30 | 350 |  51 | 835 | 275k|  3 |   0 |   0 |-1.979581e+03 |-1.941984e+03 |   1.94%|  24.10%
 45.2s|  3700 |  3621 |675898 | 182.4 |    73M |  30 | 350 |  51 | 609 | 281k|  6 |   0 |   0 |-1.979246e+03 |-1.941984e+03 |   1.92%|  24.21%
 46.3s|  3800 |  3709 |692925 | 182.1 |    75M |  30 | 350 |  51 | 635 | 288k|  5 |   0 |   0 |-1.979088e+03 |-1.941984e+03 |   1.91%|  24.35%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
d46.9s|  3850 |  3757 |700043 | 181.6 |adaptive|  30 | 350 |  51 | 814 | 291k|  9 |   0 |   0 |-1.979064e+03 |-1.941984e+03 |   1.91%|  24.41%
 47.6s|  3900 |  3803 |708765 | 181.5 |    77M |  30 | 350 |  51 | 716 | 295k| 11 |   0 |   0 |-1.978966e+03 |-1.941984e+03 |   1.90%|  24.48%
 48.7s|  4000 |  3895 |724663 | 181.0 |    80M |  30 | 350 |  51 | 751 | 301k|  4 |   0 |   0 |-1.978598e+03 |-1.941984e+03 |   1.89%|  24.59%
 49.9s|  4100 |  3985 |741148 | 180.6 |    81M |  30 | 350 |  51 | 911 | 309k|  6 |   0 |   0 |-1.978523e+03 |-1.941984e+03 |   1.88%|  24.85%
 51.0s|  4200 |  4081 |756531 | 179.9 |    83M |  32 | 350 |  51 | 871 | 315k|  3 |   0 |   0 |-1.978391e+03 |-1.941984e+03 |   1.87%|  24.97%
 52.1s|  4300 |  4175 |773022 | 179.6 |    84M |  32 | 350 |  51 | 716 | 321k| 10 |   0 |   0 |-1.978116e+03 |-1.941984e+03 |   1.86%|  25.07%
 53.5s|  4400 |  4271 |791847 | 179.8 |    85M |  32 | 350 |  51 | 714 | 329k| 10 |   0 |   0 |-1.978094e+03 |-1.941984e+03 |   1.86%|  25.22%
 54.6s|  4500 |  4365 |806507 | 179.0 |    87M |  32 | 350 |  51 | 893 | 335k|  3 |   0 |   0 |-1.977914e+03 |-1.941984e+03 |   1.85%|  25.38%
 55.6s|  4600 |  4459 |820577 | 178.2 |    89M |  32 | 350 |  51 | 661 | 340k|  5 |   0 |   0 |-1.977805e+03 |-1.941984e+03 |   1.84%|  25.45%
 56.7s|  4700 |  4547 |833948 | 177.3 |    89M |  32 | 350 |  51 | 683 | 345k|  7 |   0 |   0 |-1.977787e+03 |-1.941984e+03 |   1.84%|  25.56%
 57.8s|  4800 |  4645 |850479 | 177.0 |    91M |  32 | 350 |  51 | 669 | 352k|  5 |   0 |   0 |-1.977550e+03 |-1.941984e+03 |   1.83%|  25.67%
(node 4892) numerical troubles in LP 52430 -- unresolved
(node 4893) numerical troubles in LP 52439 -- unresolved
(node 4894) numerical troubles in LP 52448 -- unresolved
 59.0s|  4900 |  4737 |874846 | 178.4 |    92M |  32 | 350 |  51 | 703 | 357k|  9 |   0 |   0 |-1.977414e+03 |-1.941984e+03 |   1.82%|  25.78%
 60.1s|  5000 |  4825 |890241 | 177.9 |    95M |  32 | 350 |  51 | 860 | 364k|  6 |   0 |   0 |-1.977224e+03 |-1.941984e+03 |   1.81%|  25.90%
 61.1s|  5100 |  4907 |903690 | 177.0 |    96M |  32 | 350 |  51 | 857 | 369k|  3 |   0 |   0 |-1.977083e+03 |-1.941984e+03 |   1.81%|  26.00%
 62.2s|  5200 |  5001 |920148 | 176.8 |    96M |  32 | 350 |  51 | 728 | 375k|  8 |   0 |   0 |-1.977018e+03 |-1.941984e+03 |   1.80%|  26.08%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 63.2s|  5300 |  5091 |934654 | 176.2 |    98M |  32 | 350 |  51 | 694 | 380k|  9 |   0 |   0 |-1.976961e+03 |-1.941984e+03 |   1.80%|  26.15%
 64.2s|  5400 |  5177 |948730 | 175.5 |    99M |  32 | 350 |  51 | 792 | 386k| 11 |   0 |   0 |-1.976842e+03 |-1.941984e+03 |   1.79%|  26.29%
 65.4s|  5500 |  5265 |965096 | 175.3 |   101M |  32 | 350 |  51 | 748 | 392k|  3 |   0 |   0 |-1.976718e+03 |-1.941984e+03 |   1.79%|  26.44%
 66.3s|  5600 |  5361 |977345 | 174.4 |   101M |  32 | 350 |  51 | 781 | 396k|  5 |   0 |   0 |-1.976641e+03 |-1.941984e+03 |   1.78%|  26.59%
 67.4s|  5700 |  5447 |993716 | 174.2 |   104M |  32 | 350 |  51 | 825 | 403k|  8 |   0 |   0 |-1.976494e+03 |-1.941984e+03 |   1.78%|  26.68%
d68.6s|  5800 |  5537 |  1007k| 173.6 |fracdivi|  32 | 350 |  51 | 693 | 409k|  9 |   0 |   0 |-1.976356e+03 |-1.941984e+03 |   1.77%|  26.79%
 69.6s|  5900 |  5615 |  1021k| 173.0 |   107M |  32 | 350 |  51 | 686 | 415k|  5 |   0 |   0 |-1.976288e+03 |-1.941984e+03 |   1.77%|  26.92%
 70.6s|  6000 |  5707 |  1034k| 172.3 |   109M |  32 | 350 |  51 | 688 | 420k|  7 |   0 |   0 |-1.976188e+03 |-1.941984e+03 |   1.76%|  27.00%
 71.7s|  6100 |  5803 |  1048k| 171.8 |   109M |  32 | 350 |  51 | 776 | 425k|  4 |   0 |   0 |-1.976080e+03 |-1.941984e+03 |   1.76%|  27.09%
 72.7s|  6200 |  5895 |  1062k| 171.3 |   110M |  32 | 350 |  51 | 725 | 430k|  5 |   0 |   0 |-1.975963e+03 |-1.941984e+03 |   1.75%|  27.16%
 73.7s|  6300 |  5991 |  1075k| 170.5 |   112M |  34 | 350 |  51 | 702 | 435k|  5 |   0 |   0 |-1.975729e+03 |-1.941984e+03 |   1.74%|  27.24%
 74.8s|  6400 |  6075 |  1089k| 170.2 |   114M |  34 | 350 |  51 | 813 | 440k|  8 |   0 |   0 |-1.975619e+03 |-1.941984e+03 |   1.73%|  27.31%
 75.8s|  6500 |  6163 |  1102k| 169.5 |   114M |  34 | 350 |  51 | 772 | 445k|  9 |   0 |   0 |-1.975587e+03 |-1.941984e+03 |   1.73%|  27.37%
 76.8s|  6600 |  6253 |  1118k| 169.3 |   117M |  34 | 350 |  51 | 742 | 450k|  6 |   0 |   0 |-1.975487e+03 |-1.941984e+03 |   1.73%|  27.47%
 77.9s|  6700 |  6341 |  1134k| 169.2 |   117M |  34 | 350 |  51 | 746 | 455k|  5 |   0 |   0 |-1.975321e+03 |-1.941984e+03 |   1.72%|  27.61%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 79.0s|  6800 |  6431 |  1148k| 168.7 |   118M |  34 | 350 |  51 | 729 | 460k|  5 |   0 |   0 |-1.975294e+03 |-1.941984e+03 |   1.72%|  27.68%
 80.0s|  6900 |  6529 |  1161k| 168.2 |   119M |  35 | 350 |  51 | 695 | 464k|  3 |   0 |   0 |-1.975142e+03 |-1.941984e+03 |   1.71%|  27.74%
 81.0s|  7000 |  6629 |  1174k| 167.6 |   119M |  35 | 350 |  51 | 707 | 469k|  2 |   0 |   0 |-1.975079e+03 |-1.941984e+03 |   1.70%|  27.82%
 82.0s|  7100 |  6717 |  1189k| 167.4 |   121M |  35 | 350 |  51 | 718 | 474k| 10 |   0 |   0 |-1.975037e+03 |-1.941984e+03 |   1.70%|  27.88%
d82.3s|  7129 |  6742 |  1192k| 167.2 |linesear|  35 | 350 |  51 | 735 | 475k|  5 |   0 |   0 |-1.975030e+03 |-1.941984e+03 |   1.70%|  27.90%
 83.0s|  7200 |  6807 |  1200k| 166.6 |   123M |  35 | 350 |  51 | 761 | 478k|  4 |   0 |   0 |-1.974873e+03 |-1.941984e+03 |   1.69%|  27.96%
 84.1s|  7300 |  6897 |  1215k| 166.4 |   124M |  35 | 350 |  51 | 718 | 484k|  5 |   0 |   0 |-1.974818e+03 |-1.941984e+03 |   1.69%|  28.07%
 85.2s|  7400 |  6993 |  1228k| 165.9 |   124M |  35 | 350 |  51 | 780 | 489k|  5 |   0 |   0 |-1.974711e+03 |-1.941984e+03 |   1.69%|  28.17%
 86.2s|  7500 |  7087 |  1243k| 165.6 |   126M |  35 | 350 |  51 | 761 | 494k|  5 |   0 |   0 |-1.974619e+03 |-1.941984e+03 |   1.68%|  28.22%
 87.1s|  7600 |  7171 |  1255k| 165.1 |   126M |  36 | 350 |  51 | 688 | 498k|  5 |   0 |   0 |-1.974592e+03 |-1.941984e+03 |   1.68%|  28.26%
