2023/05/23
Julia is now 1.9.0
previous version was 1.7.2
2023/11/29
gurobi is now 11.0.0
previous version was 10.0.2
solving instance knapsack 20 8 divexp
feasible solution found by trivial heuristic after 0.0 seconds, objective value 0.000000e+00
presolving:
(round 1, fast)       20 del vars, 40 del conss, 0 add conss, 20 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
(round 2, fast)       20 del vars, 40 del conss, 0 add conss, 40 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
   (0.0s) symmetry computation started: requiring (bin +, int +, cont +), (fixed: bin -, int -, cont -)
   (0.0s) no symmetry present
presolving (3 rounds: 3 fast, 1 medium, 1 exhaustive):
 20 deleted vars, 40 deleted constraints, 0 added constraints, 40 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 40 variables (0 bin, 0 int, 0 impl, 40 cont) and 21 constraints
      1 constraints of type <linear>
     20 constraints of type <nonlinear>
Presolving Time: 0.00

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 14.6s|  2900 |   528 |365745 | 126.0 |    33M |  28 | 100 |  21 | 789 | 206k|  1 |   0 |   0 |-6.399313e+02 |-6.273060e+02 |   2.01%|  87.98%
 14.8s|  3000 |   476 |370932 | 123.6 |    33M |  28 | 100 |  21 | 485 | 209k|  0 |   0 |   0 |-6.388545e+02 |-6.273060e+02 |   1.84%|  89.28%
 15.1s|  3100 |   450 |376103 | 121.2 |    33M |  31 | 100 |  21 | 560 | 212k|  0 |   0 |   0 |-6.385929e+02 |-6.273060e+02 |   1.80%|  90.83%
 15.4s|  3200 |   402 |380313 | 118.8 |    33M |  32 | 100 |  21 | 440 | 214k|  0 |   0 |   0 |-6.380566e+02 |-6.273060e+02 |   1.71%|  91.78%
 15.7s|  3300 |   370 |384636 | 116.5 |    33M |  34 | 100 |  21 | 525 | 216k|  0 |   0 |   0 |-6.373096e+02 |-6.273060e+02 |   1.59%|  93.10%
 15.9s|  3400 |   368 |388375 | 114.1 |    33M |  35 | 100 |  21 | 779 | 217k|  4 |   0 |   0 |-6.370460e+02 |-6.273060e+02 |   1.55%|  93.65%
 16.2s|  3500 |   394 |392976 | 112.2 |    33M |  37 | 100 |  21 | 776 | 219k|  1 |   0 |   0 |-6.367809e+02 |-6.273060e+02 |   1.51%|  94.15%
 16.4s|  3600 |   408 |396818 | 110.1 |    33M |  37 | 100 |  21 | 730 | 221k|  3 |   0 |   0 |-6.364529e+02 |-6.273060e+02 |   1.46%|  94.77%
 16.6s|  3700 |   424 |399841 | 108.0 |    34M |  39 | 100 |  21 | 719 | 222k|  0 |   0 |   0 |-6.358745e+02 |-6.273060e+02 |   1.37%|  95.13%
 16.8s|  3800 |   476 |403246 | 106.0 |    34M |  42 | 100 |  21 | 797 | 223k|  3 |   0 |   0 |-6.355650e+02 |-6.273060e+02 |   1.32%|  95.26%
 17.0s|  3900 |   510 |405782 | 104.0 |    34M |  42 | 100 |  21 | 786 | 224k|  1 |   0 |   0 |-6.351356e+02 |-6.273060e+02 |   1.25%|  95.42%
 17.2s|  4000 |   572 |409311 | 102.3 |    34M |  42 | 100 |  21 | 723 | 225k|  4 |   0 |   0 |-6.351179e+02 |-6.273060e+02 |   1.25%|  95.46%
 17.4s|  4100 |   620 |411856 | 100.4 |    34M |  42 | 100 |  21 | 783 | 226k|  3 |   0 |   0 |-6.349158e+02 |-6.273060e+02 |   1.21%|  95.54%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 17.9s|  4200 |   668 |414332 |  98.6 |    34M |  42 | 100 |  21 | 844 | 226k|  4 |   0 |   0 |-6.349158e+02 |-6.273060e+02 |   1.21%|  95.73%
 18.2s|  4300 |   712 |417033 |  96.9 |    35M |  44 | 100 |  21 | 807 | 227k|  3 |   0 |   0 |-6.347742e+02 |-6.273060e+02 |   1.19%|  95.82%
 18.4s|  4400 |   756 |419519 |  95.3 |    35M |  44 | 100 |  21 | 817 | 228k|  4 |   0 |   0 |-6.346436e+02 |-6.273060e+02 |   1.17%|  95.92%
 18.6s|  4500 |   798 |422340 |  93.8 |    35M |  44 | 100 |  21 | 776 | 229k|  3 |   0 |   0 |-6.345955e+02 |-6.273060e+02 |   1.16%|  96.00%
 18.7s|  4600 |   842 |425012 |  92.3 |    35M |  44 | 100 |  21 | 830 | 229k|  2 |   0 |   0 |-6.343360e+02 |-6.273060e+02 |   1.12%|  96.04%
 18.9s|  4700 |   872 |428428 |  91.1 |    35M |  46 | 100 |  21 | 822 | 230k|  4 |   0 |   0 |-6.341260e+02 |-6.273060e+02 |   1.09%|  96.26%
 19.1s|  4800 |   908 |431378 |  89.8 |    35M |  46 | 100 |  21 | 834 | 231k|  4 |   0 |   0 |-6.340595e+02 |-6.273060e+02 |   1.08%|  96.30%
 19.3s|  4900 |   934 |433914 |  88.5 |    35M |  46 | 100 |  21 | 823 | 231k|  4 |   0 |   0 |-6.339147e+02 |-6.273060e+02 |   1.05%|  96.36%
 19.5s|  5000 |   978 |436727 |  87.3 |    35M |  46 | 100 |  21 | 771 | 232k|  1 |   0 |   0 |-6.339147e+02 |-6.273060e+02 |   1.05%|  96.36%
 19.6s|  5100 |  1016 |439197 |  86.1 |    35M |  46 | 100 |  21 | 870 | 233k|  4 |   0 |   0 |-6.335958e+02 |-6.273060e+02 |   1.00%|  96.45%
 19.8s|  5200 |  1050 |442009 |  84.9 |    35M |  46 | 100 |  21 | 826 | 233k|  1 |   0 |   0 |-6.335958e+02 |-6.273060e+02 |   1.00%|  96.45%
 20.0s|  5300 |  1068 |444650 |  83.8 |    35M |  46 | 100 |  21 | 757 | 234k|  0 |   0 |   0 |-6.331044e+02 |-6.273060e+02 |   0.92%|  96.51%
 20.2s|  5400 |  1098 |447239 |  82.8 |    36M |  46 | 100 |  21 | 849 | 235k|  3 |   0 |   0 |-6.330385e+02 |-6.273060e+02 |   0.91%|  96.53%
 20.4s|  5500 |  1124 |449788 |  81.7 |    36M |  46 | 100 |  21 | 764 | 235k|  3 |   0 |   0 |-6.329961e+02 |-6.273060e+02 |   0.91%|  96.55%
 20.6s|  5600 |  1156 |452524 |  80.8 |    36M |  46 | 100 |  21 | 831 | 236k|  2 |   0 |   0 |-6.329793e+02 |-6.273060e+02 |   0.90%|  96.59%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 20.7s|  5700 |  1186 |455120 |  79.8 |    36M |  46 | 100 |  21 | 793 | 237k|  3 |   0 |   0 |-6.329793e+02 |-6.273060e+02 |   0.90%|  96.59%
